PDB_ID_1,PDB_ID_2,NSWS,D2,TM_score1,TM_score2
1FLA,2LIV,0.029086310464748657,8.0,0.54271,0.25402
2LIV,5FD1,0.029722589167767502,4.0,0.16377,0.37142
1FDN,2LIV,0.03014318010550113,6.0,0.3139,0.09392
1FXD,2LIV,0.02633559066967645,3.0,0.35419,0.09388
1BLU,2LIV,0.028198801550934086,4.0,0.31556,0.11885
1ROF,2LIV,0.02391629297458894,3.0,0.36255,0.11347
1CLF,2LIV,0.02416918429003021,1.0,0.31338,0.09102
2LIV,2SPL,0.026993865030674847,2.0,0.20054,0.35666
2LIV,3MBA,0.023846877941637906,4.0,0.18104,0.35688
1ASH,2LIV,0.021864561190403888,9.0,0.34581,0.19042
1ECN,2LIV,0.03123008285532186,7.0,0.37398,0.19291
1FLP,2LIV,0.0282574568288854,10.0,0.35557,0.18858
1GDJ,2LIV,0.026160074743070694,2.0,0.33175,0.17444
1HBG,2LIV,0.0387378944079975,11.0,0.34887,0.19029
1HSA,2LIV,0.01917211328976035,3.0,0.26591,0.22499
1LHS,2LIV,0.03569230769230769,3.0,0.37032,0.20977
1MYT,2LIV,0.037037037037037035,5.0,0.3389,0.17553
2LHB,2LIV,0.026274632467938694,1.0,0.30764,0.17114
1HLM,2LIV,0.02563320109856576,2.0,0.32321,0.17717
1HLB,2LIV,0.023399014778325122,4.0,0.35245,0.20089
1ENH,2LIV,0.026985350809560524,6.0,0.4176,0.09722
1FTZ,2LIV,0.019216555801921657,7.0,0.34157,0.11096
1HDP,2LIV,0.022556390977443608,7.0,0.38987,0.11052
1OCP,2LIV,0.025945144551519646,8.0,0.49645,0.14097
1POU,2LIV,0.04126750184229919,2.0,0.42608,0.12658
1FTT,2LIV,0.022222222222222223,4.0,0.40233,0.10809
1VND,2LIV,0.020253164556962026,7.0,0.40834,0.12887
1CLH,2LIV,0.023276633840644583,6.0,0.28874,0.17355
1GRG,2LIV,0.021095484826054774,7.0,0.21602,0.26501
1NHR,2LIV,0.031134461957579296,14.0,0.2532,0.3044
1LVL,2LIV,0.017952635599694424,16.0,0.22572,0.27849
1TDF,2LIV,0.025087108013937282,10.0,0.3366,0.31582
1VDC,2LIV,0.02169491525423729,12.0,0.32756,0.31183
1ADG,2LBP,0.020929259104227712,5.0,0.37321,0.39681
2LBP,3ADK,0.026651545222568754,7.0,0.23819,0.37051
1UKY,2LBP,0.036051026067665005,10.0,0.37378,0.24381
1AK2,2LBP,0.025177025963808025,6.0,0.35921,0.25428
1AKY,2LBP,0.02675227394328518,5.0,0.37052,0.25663
2LBP,2RAN,0.022461394478240523,12.0,0.35871,0.38307
1AII,2LBP,0.025183150183150184,4.0,0.39281,0.37241
1ALA,2LBP,0.019916628068550254,4.0,0.3489,0.32605
1AIN,2LBP,0.02382064455861747,12.0,0.39596,0.36848
1ANN,2LBP,0.034706154558074964,15.0,0.36039,0.33684
2LBP,2PLT,0.04505119453924915,11.0,0.14323,0.35265
2LBP,3PCY,0.032730992158199794,14.0,0.13292,0.33463
2LBP,7PCY,0.02731307613519973,11.0,0.13571,0.3327
1AAJ,2LBP,0.024120603015075376,12.0,0.35023,0.14618
1PAZ,2LBP,0.028589993502274202,14.0,0.3778,0.17832
1PMY,2LBP,0.04059278350515464,6.0,0.37561,0.18386
1JER,2LBP,0.03263546798029557,5.0,0.31925,0.14136
1ZIA,2LBP,0.03542673107890499,10.0,0.37537,0.18376
2LBP,9PCY,0.02859087814840027,15.0,0.12763,0.31406
1PLB,2LBP,0.024615384615384615,7.0,0.34151,0.13702
1NIN,2LBP,0.031586021505376344,9.0,0.36237,0.14841
1PAL,2LBP,0.032388663967611336,13.0,0.30444,0.12601
2LBP,4CPV,0.02833052276559865,17.0,0.15054,0.34937
2LBP,4TNC,0.03298350824587706,9.0,0.20868,0.36214
2LBP,5PAL,0.026078234704112337,6.0,0.12959,0.33057
1OMD,2LBP,0.022750083640013383,6.0,0.32197,0.13233
1REC,2LBP,0.02448525319977741,11.0,0.32567,0.20974
1CLB,2LBP,0.02965641952983725,8.0,0.39829,0.13841
1CTR,2LBP,0.03954278653073834,8.0,0.30556,0.16285
2LBP,2SAS,0.025288002247822423,13.0,0.20069,0.32177
1PE6,2LBP,0.024370860927152318,4.0,0.31335,0.21591
1AEC,2LBP,0.030102983892263006,6.0,0.30256,0.21226
1PPO,2LBP,0.028027498677948175,12.0,0.29874,0.20715
1YAL,2LBP,0.028962611901000527,18.0,0.29286,0.20561
1CSU,2LBP,0.027768595041322314,4.0,0.3613,0.1552
1HRC,2LBP,0.03080013391362571,8.0,0.3164,0.13981
2LBP,3C2C,0.028533510285335104,5.0,0.14628,0.32645
1CCR,2LBP,0.027604337824515282,8.0,0.37521,0.16086
1CXC,2LBP,0.03769968051118211,9.0,0.35942,0.17406
155C,2LBP,0.03291384317521781,11.0,0.32965,0.16857
1CRY,2LBP,0.03663003663003663,13.0,0.34175,0.15437
2LBP,3DFR,0.02901984009475866,12.0,0.25344,0.46304
2LBP,8DFR,0.02766798418972332,8.0,0.27858,0.44824
1DYR,2LBP,0.021834061135371178,6.0,0.41082,0.2725
1DLR,2LBP,0.02544529262086514,14.0,0.44698,0.27854
1CRB,2LBP,0.023052959501557634,8.0,0.37577,0.19026
1HMR,2LBP,0.036468330134357005,6.0,0.38162,0.19413
1ICN,2LBP,0.028124001278363696,10.0,0.38053,0.19018
1MDC,2LBP,0.035188739603326934,18.0,0.38597,0.19196
1ALB,2LBP,0.030700351774864087,5.0,0.38451,0.19474
1CBQ,2LBP,0.02142407057340895,7.0,0.3585,0.18715
1EAL,2LBP,0.028304921196526216,5.0,0.37219,0.1831
1FRD,2LBP,0.02991162474507138,14.0,0.41041,0.15597
2LBP,2PIA,0.024707996406109614,8.0,0.34298,0.36379
1DOX,2LBP,0.029381619405534676,12.0,0.31786,0.12888
1ROE,2LBP,0.03202725724020443,7.0,0.36153,0.15093
1DOI,2LBP,0.02654867256637168,6.0,0.3487,0.1649
2LBP,4FXC,0.023809523809523808,5.0,0.16373,0.39028
2LBP,3FX2,0.02449479485609308,14.0,0.2869,0.57732
1FLV,2LBP,0.02810304449648712,9.0,0.51677,0.28846
1OFV,2LBP,0.031048623315758642,9.0,0.51351,0.28984
2FRC,2LBP,0.03080013391362571,6.0,0.36406,0.15146
1FLA,2LBP,0.02375,11.0,0.53566,0.25184
2LBP,5FD1,0.024796084828711255,7.0,0.16676,0.37701
1FDN,2LBP,0.030471943515421776,9.0,0.35705,0.09072
1FXD,2LBP,0.02671614100185529,6.0,0.36781,0.09507
1BLU,2LBP,0.027835768963117607,7.0,0.33482,0.11207
1ROF,2LBP,0.02359012163656469,6.0,0.33483,0.09314
1CLF,2LBP,0.023836126629422718,4.0,0.30174,0.09167
2LBP,2SPL,0.032150439793751893,5.0,0.19847,0.35104
2LBP,3MBA,0.02729528535980149,7.0,0.17635,0.35954
1ASH,2LBP,0.025825825825825825,12.0,0.34285,0.18262
1ECN,2LBP,0.028976377952755906,10.0,0.36138,0.18662
1FLP,2LBP,0.03227808814400993,13.0,0.35261,0.18742
1GDJ,2LBP,0.0332512315270936,5.0,0.32347,0.1819
1HBG,2LBP,0.03953057442865967,12.0,0.33182,0.178
1HSA,2LBP,0.014579759862778732,6.0,0.26079,0.22118
1LHS,2LBP,0.024338302403407362,4.0,0.36873,0.20677
1MYT,2LBP,0.033509152963077875,8.0,0.34109,0.18444
2LBP,2LHB,0.027210884353741496,4.0,0.16637,0.31693
1HLM,2LBP,0.024743512371756187,5.0,0.32365,0.18412
1HLB,2LBP,0.024961948249619482,7.0,0.34582,0.19682
1ENH,2LBP,0.031166856708475865,9.0,0.40794,0.10762
1FTZ,2LBP,0.01822821728034998,10.0,0.37766,0.11146
1HDP,2LBP,0.021505376344086023,10.0,0.49839,0.13652
1OCP,2LBP,0.02486288848263254,9.0,0.49482,0.14039
1POU,2LBP,0.031261359505634315,5.0,0.42799,0.1194
1FTT,2LBP,0.02703690171720862,7.0,0.37856,0.11579
1VND,2LBP,0.02426837972876517,10.0,0.42131,0.13408
1CLH,2LBP,0.024203069657615112,9.0,0.29798,0.1756
1GRG,2LBP,0.023157507811064144,10.0,0.21922,0.27297
1NHR,2LBP,0.01893353941267388,17.0,0.25553,0.30628
1LVL,2LBP,0.0166887919590366,19.0,0.22728,0.27944
1TDF,2LBP,0.03362505757715339,13.0,0.33153,0.31005
1VDC,2LBP,0.025997310623038995,13.0,0.32607,0.30904
1ADG,3ADK,0.02677376171352075,4.0,0.20974,0.33487
1ADG,1UKY,0.02045097011012061,7.0,0.21142,0.34311
1ADG,1AK2,0.02536682417309127,5.0,0.21725,0.32417
1ADG,1AKY,0.021794221996958945,4.0,0.22629,0.33747
1ADG,2RAN,0.01963409192324855,9.0,0.29983,0.33902
1ADG,1AII,0.02054195804195804,1.0,0.3076,0.34414
1ADG,1ALA,0.018117543084401236,3.0,0.29166,0.33045
1ADG,1AIN,0.02271714922048998,11.0,0.28801,0.32548
1ADG,1ANN,0.02119205298013245,10.0,0.30243,0.34407
1ADG,2PLT,0.0248565965583174,10.0,0.13101,0.3382
1ADG,3PCY,0.026743075453677174,11.0,0.12953,0.35462
1ADG,7PCY,0.027414727446605038,8.0,0.12905,0.34721
1AAJ,1ADG,0.022549326652051362,7.0,0.31205,0.1279
1ADG,1PAZ,0.036518563603164945,9.0,0.16898,0.38715
1ADG,1PMY,0.02717391304347826,5.0,0.16821,0.3661
1ADG,1JER,0.02546296296296296,6.0,0.14669,0.33838
1ADG,1ZIA,0.02958044068819801,11.0,0.17315,0.38011
1ADG,9PCY,0.02542911633820725,16.0,0.14018,0.35557
1ADG,1PLB,0.02298116820938398,6.0,0.12444,0.33339
1ADG,1NIN,0.02763819095477387,6.0,0.13519,0.32861
1ADG,1PAL,0.025220680958385876,10.0,0.15176,0.37111
1ADG,4CPV,0.02269145918688938,14.0,0.15924,0.38423
1ADG,4TNC,0.027095681625740897,8.0,0.16854,0.30744
1ADG,5PAL,0.02188183807439825,3.0,0.15463,0.39007
1ADG,1OMD,0.02564904598060682,1.0,0.14862,0.36584
1ADG,1REC,0.025775907417148868,4.0,0.19966,0.33185
1ADG,1CLB,0.026236125126135216,3.0,0.12143,0.34813
1ADG,1CTR,0.028447024673439767,5.0,0.17676,0.35381
1ADG,2SAS,0.028139102734271303,10.0,0.22344,0.36605
1ADG,1PE6,0.02460456942003515,3.0,0.20606,0.31051
1ADG,1AEC,0.022027534418022528,3.0,0.20648,0.3078
1ADG,1PPO,0.02756892230576441,9.0,0.20797,0.3049
1ADG,1YAL,0.023464802795806292,15.0,0.2062,0.30991
1ADG,1CSU,0.02907516238787504,1.0,0.14521,0.36378
1ADG,1HRC,0.03630672926447574,3.0,0.14156,0.3429
1ADG,3C2C,0.024208566108007448,2.0,0.15416,0.35815
1ADG,1CCR,0.029529375576745617,3.0,0.15084,0.37276
1ADG,1CXC,0.023367285799880167,4.0,0.17198,0.36283
155C,1ADG,0.026610220743876624,6.0,0.33639,0.16168
1ADG,1CRY,0.03488009965742759,10.0,0.15876,0.37665
1ADG,3DFR,0.025662482566248257,9.0,0.24316,0.45708
1ADG,8DFR,0.021333333333333333,5.0,0.24936,0.42354
1ADG,1DYR,0.02324380165289256,3.0,0.24867,0.39014
1ADG,1DLR,0.020293724966622163,9.0,0.25296,0.42933
1ADG,1CRB,0.024575775307197192,3.0,0.17919,0.37189
1ADG,1HMR,0.023395320935812838,1.0,0.18065,0.37937
1ADG,1ICN,0.024572969733293377,9.0,0.18004,0.37594
1ADG,1MDC,0.027594481103779243,21.0,0.17034,0.35955
1ADG,1ALB,0.025787106446776613,2.0,0.17953,0.38729
1ADG,1CBQ,0.026020106445890007,4.0,0.17978,0.37049
1ADG,1EAL,0.02894181489297558,2.0,0.16196,0.35784
1ADG,1FRD,0.02603174603174603,15.0,0.13188,0.34195
1ADG,2PIA,0.025321888412017168,9.0,0.32831,0.3694
1ADG,1DOX,0.022966507177033493,9.0,0.13006,0.34104
1ADG,1ROE,0.02736239261851734,2.0,0.13503,0.35121
1ADG,1DOI,0.03795966785290629,1.0,0.15551,0.32302
1ADG,4FXC,0.026683608640406607,2.0,0.1376,0.34059
1ADG,3FX2,0.02648244099021301,11.0,0.22853,0.4895
1ADG,1FLV,0.025938189845474614,6.0,0.21389,0.3933
1ADG,1OFV,0.030922142462727776,6.0,0.21964,0.41772
1ADG,2FRC,0.03630672926447574,3.0,0.15045,0.37815
1ADG,1FLA,0.02699530516431925,8.0,0.21561,0.47573
1ADG,5FD1,0.026886648334860985,6.0,0.12446,0.30352
1ADG,1FDN,0.028285615729561918,2.0,0.10347,0.41719
1ADG,1FXD,0.027557698932139166,3.0,0.10904,0.43594
1ADG,1BLU,0.03763789746917586,2.0,0.12658,0.40167
1ADG,1ROF,0.02670318384115029,3.0,0.11265,0.4121
1ADG,1CLF,0.03318354649153128,3.0,0.10279,0.43366
1ADG,2SPL,0.024536376604850214,2.0,0.16571,0.32459
1ADG,3MBA,0.026223776223776224,6.0,0.17947,0.34545
1ADG,1ASH,0.023176936122102882,13.0,0.16688,0.3392
1ADG,1ECN,0.024238841265149275,9.0,0.16742,0.33659
1ADG,1FLP,0.022740524781341108,12.0,0.18385,0.3546
1ADG,1GDJ,0.02546296296296296,2.0,0.14823,0.29208
1ADG,1HBG,0.026697620429483458,13.0,0.16303,0.31043
1ADG,1HSA,0.01811023622047244,3.0,0.19997,0.24819
1ADG,1LHS,0.0234620886981402,3.0,0.16296,0.31793
1ADG,1MYT,0.02098513552900029,5.0,0.17455,0.33874
1ADG,2LHB,0.023823358512492735,1.0,0.15633,0.3186
1ADG,1HLM,0.02385008517887564,2.0,0.19463,0.35091
1ADG,1HLB,0.02691096478671629,4.0,0.18295,0.33505
1ADG,1ENH,0.019020781965480803,6.0,0.08782,0.34921
1ADG,1FTZ,0.016943409013893594,7.0,0.10717,0.35288
1ADG,1HDP,0.020654044750430294,9.0,0.10225,0.34496
1ADG,1OCP,0.021746517159361198,10.0,0.10115,0.34926
1ADG,1POU,0.026360256843528218,4.0,0.11062,0.37345
1ADG,1FTT,0.025806451612903226,4.0,0.09571,0.32725
1ADG,1VND,0.023920265780730896,7.0,0.10828,0.33319
1ADG,1CLH,0.029477196885428252,6.0,0.18615,0.3375
1ADG,1GRG,0.024429102496016993,7.0,0.29067,0.24658
1ADG,1NHR,0.02563150074294205,14.0,0.31232,0.27332
1ADG,1LVL,0.023718299580368547,16.0,0.28843,0.24729
1ADG,1TDF,0.02065934065934066,10.0,0.31096,0.35423
1ADG,1VDC,0.027837259100642397,16.0,0.30317,0.33806
1UKY,3ADK,0.43776824034334766,5.0,0.85666,0.86478
1AK2,3ADK,0.24548736462093862,7.0,0.72451,0.81137
1AKY,3ADK,0.24860853432282004,6.0,0.70513,0.78236
2RAN,3ADK,0.023522129371711543,17.0,0.22075,0.30485
1AII,3ADK,0.02706766917293233,3.0,0.21078,0.29696
1ALA,3ADK,0.02931297709923664,3.0,0.22567,0.31097
1AIN,3ADK,0.02469898116702686,13.0,0.22147,0.30622
1ANN,3ADK,0.04025617566331199,16.0,0.22594,0.31423
2PLT,3ADK,0.04345521992580816,10.0,0.29795,0.19602
3ADK,3PCY,0.042328042328042326,13.0,0.19684,0.30457
3ADK,7PCY,0.04665959703075292,8.0,0.19561,0.30247
1AAJ,3ADK,0.04531410916580844,9.0,0.35453,0.22984
1PAZ,3ADK,0.04815724815724816,15.0,0.32127,0.23235
1PMY,3ADK,0.033964095099466275,7.0,0.31633,0.23266
1JER,3ADK,0.034467120181405894,8.0,0.30475,0.20839
1ZIA,3ADK,0.0475266731328807,11.0,0.31665,0.23528
3ADK,9PCY,0.036939313984168866,16.0,0.19288,0.29731
1PLB,3ADK,0.04994686503719448,6.0,0.31186,0.20456
1NIN,3ADK,0.03931712364200724,8.0,0.28511,0.19217
1PAL,3ADK,0.038521603331598125,10.0,0.32167,0.21996
3ADK,4CPV,0.046826222684703434,14.0,0.21671,0.31439
3ADK,4TNC,0.04013961605584642,8.0,0.20078,0.23094
3ADK,5PAL,0.04722792607802875,3.0,0.22714,0.33281
1OMD,3ADK,0.040082219938335044,3.0,0.31942,0.21801
1REC,3ADK,0.032144257154057235,8.0,0.27721,0.26893
1CLB,3ADK,0.047619047619047616,5.0,0.31774,0.17204
1CTR,3ADK,0.04284412032816773,5.0,0.3194,0.25513
2SAS,3ADK,0.03815580286168521,14.0,0.26581,0.25737
1PE6,3ADK,0.03074670571010249,3.0,0.28185,0.2985
1AEC,3ADK,0.02696793002915452,5.0,0.28012,0.30198
1PPO,3ADK,0.04089083607155896,11.0,0.27982,0.30021
1YAL,3ADK,0.027586206896551724,21.0,0.28073,0.30079
1CSU,3ADK,0.03632694248234107,5.0,0.317,0.21553
1HRC,3ADK,0.04835390946502058,9.0,0.36968,0.24366
3ADK,3C2C,0.04058853373921867,6.0,0.21475,0.30711
1CCR,3ADK,0.034,7.0,0.31011,0.21447
1CXC,3ADK,0.033540967896502155,8.0,0.30778,0.2325
155C,3ADK,0.03501945525291829,10.0,0.3094,0.24294
1CRY,3ADK,0.04081632653061224,12.0,0.36719,0.24424
3ADK,3DFR,0.030848329048843187,13.0,0.42084,0.48246
3ADK,8DFR,0.03281312525010004,9.0,0.44858,0.4631
1DYR,3ADK,0.028996566196108357,9.0,0.43468,0.45281
1DLR,3ADK,0.03287890938251804,13.0,0.45425,0.43988
1CRB,3ADK,0.04153207198892478,7.0,0.30878,0.24258
1HMR,3ADK,0.03168506961113778,5.0,0.29722,0.22943
1ICN,3ADK,0.04122722914669223,15.0,0.3299,0.25565
1MDC,3ADK,0.035525684109457514,27.0,0.31107,0.23697
1ALB,3ADK,0.04894433781190019,4.0,0.28348,0.2232
1CBQ,3ADK,0.04598779915532614,6.0,0.28617,0.22883
1EAL,3ADK,0.0377541142303969,6.0,0.30585,0.23379
1FRD,3ADK,0.0315955766192733,19.0,0.33205,0.21104
2PIA,3ADK,0.025814021707245526,13.0,0.21424,0.31012
1DOX,3ADK,0.03503184713375796,13.0,0.31723,0.19953
1ROE,3ADK,0.0412262156448203,6.0,0.30461,0.19618
1DOI,3ADK,0.029231494578029232,5.0,0.31843,0.23862
3ADK,4FXC,0.03900896151818661,6.0,0.20815,0.31675
3ADK,3FX2,0.044084570400359874,15.0,0.42113,0.51713
1FLV,3ADK,0.04382638010956595,10.0,0.4689,0.42021
1OFV,3ADK,0.03205398566005905,10.0,0.46283,0.4172
2FRC,3ADK,0.04835390946502058,9.0,0.36701,0.24304
1FLA,3ADK,0.03523412146499768,12.0,0.50498,0.39654
3ADK,5FD1,0.03165182987141444,8.0,0.21984,0.32854
1FDN,3ADK,0.03762135922330097,8.0,0.3255,0.15097
1FXD,3ADK,0.03389830508474576,3.0,0.34756,0.14956
1BLU,3ADK,0.03932277444019661,4.0,0.32336,0.18179
1ROF,3ADK,0.0407185628742515,3.0,0.32862,0.1516
1CLF,3ADK,0.03532277710109622,3.0,0.35412,0.14607
2SPL,3ADK,0.038154392191659274,6.0,0.38964,0.32916
3ADK,3MBA,0.033929390187987164,6.0,0.30503,0.37532
1ASH,3ADK,0.03935286401399213,13.0,0.33721,0.27646
1ECN,3ADK,0.043151969981238276,9.0,0.3805,0.2937
1FLP,3ADK,0.036714089031665904,18.0,0.32758,0.26162
1GDJ,3ADK,0.039002267573696146,4.0,0.37853,0.31716
1HBG,3ADK,0.0337129840546697,15.0,0.3405,0.27972
1HSA,3ADK,0.021722265321955005,7.0,0.24942,0.32816
1LHS,3ADK,0.034759358288770054,7.0,0.38932,0.32683
1MYT,3ADK,0.04036697247706422,9.0,0.38697,0.31449
2LHB,3ADK,0.03468735737106344,5.0,0.30025,0.25053
1HLM,3ADK,0.04931748128577719,6.0,0.35371,0.30635
1HLB,3ADK,0.029438001784121322,8.0,0.36155,0.30907
1ENH,3ADK,0.042821158690176324,10.0,0.42847,0.15612
1FTZ,3ADK,0.042352941176470586,11.0,0.36907,0.19584
1HDP,3ADK,0.036275695284159616,11.0,0.41316,0.18308
1OCP,3ADK,0.03664302600472813,10.0,0.36765,0.16594
1POU,3ADK,0.04332552693208431,4.0,0.38412,0.19016
1FTT,3ADK,0.03659976387249114,6.0,0.34763,0.16842
1VND,3ADK,0.036384309266628764,7.0,0.37435,0.18401
1CLH,3ADK,0.032409381663113,10.0,0.27396,0.24767
1GRG,3ADK,0.019554342883128694,13.0,0.21968,0.43155
1NHR,3ADK,0.020808129687878055,16.0,0.21236,0.39387
1LVL,3ADK,0.02033096926713948,16.0,0.22058,0.43047
1TDF,3ADK,0.023643528341921793,10.0,0.27503,0.39002
1VDC,3ADK,0.025153553670663936,16.0,0.27257,0.39003
1AK2,1UKY,0.20498420498420497,8.0,0.66614,0.7372
1AKY,1UKY,0.19033886085075702,9.0,0.77862,0.85987
1UKY,2RAN,0.027190332326283987,20.0,0.30197,0.21911
1AII,1UKY,0.027614571092831962,6.0,0.21068,0.29231
1ALA,1UKY,0.03220035778175313,6.0,0.22026,0.30599
1AIN,1UKY,0.02652200120554551,14.0,0.21902,0.31147
1ANN,1UKY,0.029779630732578916,17.0,0.22354,0.3177
1UKY,2PLT,0.03662258392675483,13.0,0.18393,0.27935
1UKY,3PCY,0.046724225495175215,16.0,0.2006,0.30028
1UKY,7PCY,0.03969465648854962,11.0,0.18416,0.28162
1AAJ,1UKY,0.04156358238495794,12.0,0.36699,0.23487
1PAZ,1UKY,0.03500473036896878,16.0,0.35035,0.25144
1PMY,1UKY,0.05327102803738318,10.0,0.34715,0.25439
1JER,1UKY,0.028896672504378284,11.0,0.31375,0.21723
1UKY,1ZIA,0.030826716487622606,14.0,0.25599,0.34609
1UKY,9PCY,0.031408308004052685,17.0,0.19894,0.29677
1PLB,1UKY,0.033656297807241206,9.0,0.33303,0.21218
1NIN,1UKY,0.03578528827037773,11.0,0.3026,0.20132
1PAL,1UKY,0.04,13.0,0.41087,0.27141
1UKY,4CPV,0.04397801099450275,17.0,0.26562,0.39359
1UKY,4TNC,0.04555040067482075,9.0,0.2312,0.26849
1UKY,5PAL,0.03749383325111001,6.0,0.26055,0.38675
1OMD,1UKY,0.03654320987654321,6.0,0.39897,0.26536
1REC,1UKY,0.03574144486692015,11.0,0.28488,0.27381
1CLB,1UKY,0.04553026096612993,8.0,0.31577,0.18083
1CTR,1UKY,0.0343158820941487,8.0,0.33517,0.26448
1UKY,2SAS,0.038535645472061654,17.0,0.25618,0.26582
1PE6,1UKY,0.022056207755247245,6.0,0.26387,0.27649
1AEC,1UKY,0.02479631597591215,8.0,0.26277,0.28034
1PPO,1UKY,0.0333569907735983,12.0,0.25792,0.27385
1UKY,1YAL,0.024700070571630206,22.0,0.27295,0.25671
1CSU,1UKY,0.02911208151382824,8.0,0.32435,0.21269
1HRC,1UKY,0.045477014335145824,12.0,0.37209,0.23025
1UKY,3C2C,0.041951219512195125,9.0,0.23513,0.33906
1CCR,1UKY,0.03848003848003848,10.0,0.29593,0.20525
1CXC,1UKY,0.03970452446906741,11.0,0.30316,0.22726
155C,1UKY,0.03278688524590164,11.0,0.30125,0.24073
1CRY,1UKY,0.030407062285434036,15.0,0.33579,0.22086
1UKY,3DFR,0.031496062992125984,14.0,0.4018,0.46171
1UKY,8DFR,0.03491078355314197,12.0,0.42523,0.44207
1DYR,1UKY,0.042222222222222223,12.0,0.42725,0.44138
1DLR,1UKY,0.03731053245239021,16.0,0.44837,0.4313
1CRB,1UKY,0.03294746215494212,8.0,0.33878,0.26744
1HMR,1UKY,0.037927844588344126,8.0,0.35833,0.27603
1ICN,1UKY,0.02956120092378753,18.0,0.32457,0.25676
1MDC,1UKY,0.041628122109158186,30.0,0.32482,0.24868
1ALB,1UKY,0.033287101248266296,7.0,0.35726,0.27498
1CBQ,1UKY,0.03257918552036199,9.0,0.29218,0.23142
1EAL,1UKY,0.029836829836829837,9.0,0.33226,0.24799
1FRD,1UKY,0.032355915065722954,22.0,0.33286,0.21023
1UKY,2PIA,0.02121559633027523,16.0,0.30489,0.21525
1DOX,1UKY,0.033622007131940905,14.0,0.30524,0.19356
1ROE,1UKY,0.044647387113140535,9.0,0.2997,0.19186
1DOI,1UKY,0.03363636363636364,8.0,0.28406,0.21559
1UKY,4FXC,0.03441295546558704,9.0,0.19943,0.31193
1UKY,3FX2,0.036490008688097306,18.0,0.41221,0.50913
1FLV,1UKY,0.03099510603588907,13.0,0.46541,0.41397
1OFV,1UKY,0.0326530612244898,11.0,0.46381,0.41472
1UKY,2FRC,0.045477014335145824,12.0,0.22807,0.35065
1FLA,1UKY,0.03220035778175313,13.0,0.49192,0.38364
1UKY,5FD1,0.03236554021894336,9.0,0.21801,0.32486
1FDN,1UKY,0.0335842501447597,11.0,0.35077,0.15059
1FXD,1UKY,0.033506643558636626,6.0,0.37973,0.16012
1BLU,1UKY,0.039790575916230364,7.0,0.34329,0.19084
1ROF,1UKY,0.04230989136649514,6.0,0.35024,0.1671
1CLF,1UKY,0.03137710633352702,6.0,0.35168,0.15404
1UKY,2SPL,0.036862408915559364,9.0,0.31906,0.38018
1UKY,3MBA,0.0415929203539823,7.0,0.3135,0.38536
1ASH,1UKY,0.03888419273034658,16.0,0.36649,0.29678
1ECN,1UKY,0.0370872908186341,12.0,0.39561,0.30141
1FLP,1UKY,0.046944198405668734,19.0,0.34056,0.27035
1GDJ,1UKY,0.03415061295971979,7.0,0.37506,0.31355
1HBG,1UKY,0.04397537379067722,18.0,0.34712,0.287
1HSA,1UKY,0.019005847953216373,10.0,0.23759,0.30523
1LHS,1UKY,0.03874300473525613,10.0,0.38323,0.32084
1MYT,1UKY,0.0398406374501992,12.0,0.3988,0.32199
1UKY,2LHB,0.02907488986784141,8.0,0.26385,0.32018
1HLM,1UKY,0.0425531914893617,9.0,0.333,0.28875
1HLB,1UKY,0.03963808703145196,11.0,0.34043,0.2908
1ENH,1UKY,0.03959208158368326,13.0,0.41133,0.14054
1FTZ,1UKY,0.03035413153456998,12.0,0.43199,0.20357
1HDP,1UKY,0.04616272360069244,14.0,0.3226,0.1698
1OCP,1UKY,0.044042913608131,13.0,0.41331,0.18834
1POU,1UKY,0.03917179630665921,7.0,0.37702,0.1906
1FTT,1UKY,0.046249294980259446,9.0,0.37231,0.17667
1UKY,1VND,0.035908596300326445,8.0,0.19695,0.38887
1CLH,1UKY,0.027227722772277228,11.0,0.2894,0.26117
1GRG,1UKY,0.016975653339289704,14.0,0.21237,0.41808
1NHR,1UKY,0.023266856600189935,19.0,0.20167,0.37627
1LVL,1UKY,0.021350661406358783,19.0,0.21028,0.4122
1TDF,1UKY,0.023682652457075192,11.0,0.27303,0.38549
1UKY,1VDC,0.020011435105774727,15.0,0.39216,0.27255
1AK2,1AKY,0.5756457564575646,5.0,0.7381,0.74402
1AK2,2RAN,0.02388399203866932,12.0,0.29698,0.23303
1AII,1AK2,0.0321240653558571,4.0,0.22958,0.30194
1AK2,1ALA,0.029766919404661613,4.0,0.31271,0.24248
1AIN,1AK2,0.02553191489361702,12.0,0.23697,0.30386
1AK2,1ANN,0.02244039270687237,15.0,0.30759,0.23874
1AK2,2PLT,0.04141739530602853,11.0,0.18437,0.32101
1AK2,3PCY,0.03216911764705882,12.0,0.17895,0.30758
1AK2,7PCY,0.034990791896869246,11.0,0.18236,0.31516
1AAJ,1AK2,0.03141831238779174,10.0,0.34683,0.20962
1AK2,1PAZ,0.03532959931064197,14.0,0.24514,0.37785
1AK2,1PMY,0.026416702172986792,6.0,0.24453,0.36596
1AK2,1JER,0.03613006824568447,5.0,0.1907,0.29827
1AK2,1ZIA,0.039182282793867124,10.0,0.2463,0.36445
1AK2,9PCY,0.03576341127922971,11.0,0.18168,0.30871
1AK2,1PLB,0.04151291512915129,9.0,0.17908,0.31226
